comment,label
қандай күлкілі. Жангелді Шымшықов ағамыз тамаша,0
экономист !  Қасына тамаша,0
"""шынайы"" бір оппозициянерді шақыру керек",0
еді. Қысқасы осы кісіні тыңдау үшін ғана әрең шыдап отырмын (түнгі 5 сағ.).,0
Дұрыс дұрыс,0
бар бәрі шығат қазақстанда қолдаукерек,0
Күлетін  емес  жылайтын   жағдай Біз  әлі  күле  қарап  отырмыз.   өкінішке  ор ай.   қазіргі   басшылық отырганда.  ел  дамуы болмайды.    Ескі   билік жаңа  билік  дейтін  несі бар? Қазіргі  биліктег  от ырғандар  бурында  осы  биліктін  құрамын да  болды ғой.  Сондықтан  билік  ауысуы.  керек.,0
"Орысқұл ғой мынау, Америка деген озық мемлекет. Шындықты мойындау да ерлік, Америкамен одақтас болғандардың сорлы болғаны жоқ.",0
Нурмеролог ішті пыстырмайтын қатын екен))тағы айтшы,0
Жангелді аға  өте керемет тұсінікті етіп тұсіндірді өте өзекті мәселені айтты  неге өте жуас халық боп қалдық жалпақ жердің 9-орнын иелеген мықты жауынгер ақылды елдің ұрпағы бола ұра бәрнен айрлып барамыз ұйқтасаң өзі жеріңде жетім болайын деп тұрмыз,0
"Аналитиктер ол басқаша,, бұл дұрыс емес экстренс па психолог па, экономиканы ғылыми түрде шешу керек ұятаи енди осындаи адамдар аита болашақты, имею ввиду мына аиелди Ал мына ер адам дұрыс аитып отр",0
Осындай сұқпаттар көбірек Болса екен қазақтың көзін ашатын.,0
Қазақстанның қожаиыны Путин екенін мыналар әлі білмеиме о тупоилар,0
"Қайдағы салық, Қазақстан толығымен ресейдің орстың иелігіне өтті десе болады таксистер де орысқа тәуелді болды, сонда орыс алмаған не қалды? Путин енді қазақтарға ауыз салды тегін  азаматтық беріп көшіріп алмақшы. Тоқайып қазақты еш соғыссызақ ресейге қосып тастады.",0
"Нумерология сандыра Х.. жанкелди жай созбен,ауызга салып тусиндирип тур.. жургизуши  бул темани Алып баруга сай емес.",0
"Ағамыздың түсіндіруі тамаша. Еліміздің жалтақ та ұры билігі қытайландыру, орыстандыру саясатын жүзеге асырып жатқанына қатты алаңдаулымыз. Жүргізуші ! Саяси сауатымызды ашатын сөздерді бөлмеңіз , әлде биліктің тапсырысын орындап отырсыз ба ?",0
"Бари кудайдын колында болса,не далбаса сеники",0
Аузымен шоп орады да. Семьясында осы билгиш казакша сойлейма балалары. Сен кытайдын саудасынан корыкпа . Сен казактын еки тилди болганынан корыкпайсын неге. Казактын жарымынын тили орыс кой. Мынау да сол орыс тилди семядан казактын. 30 жыл сол орыс тилди казактар биледи. Солар барин сатты гой. Талай сумдыкты кордик гой сол орыстардын колшокпарларынан. Былшылдап отыр.,0
"Екі спикер де тиянақты ештеңе айта алған жоқ. Бірін-бірі мақтап лағып отыр. Осы екеуі ең соңында журналистің қойған сұрағына бере алмаған жауаптарын мен айтып көрейін. 5-6 айдан соң естеріңізге түсіріп, салыстырып көрерсіздер 1. Биылғы 2024 жыл қазақ елі үшін ұлы бетбұрыс жыл болады. Билік (қалмақ құрған сұм жүйе) мәңгі құрдымға кетеді. Жаңа дәуір басталады. Шамамен бұлардың өмір сүріп, бой жасап қалуына енді әрі кетсе алты ай ғана қалды. Президент, үкімет, парламент барлығы ауысады. 2025 жылдың басынан бастап елде бұрын соңды болмаған реформалар жүреді. Халық жұмыспен қамтамасыз етіледі. Өнеркәсіп орындары ашылады. Қазақ еліне әлемдегі ең мықты  инвесторлар өз қызметттерін көрсетуге таласатын болады. Отандық өнімдер шығарып экспорттауға қол жеткіземіз. Ресейден көп мәселеде ажыраймыз. Келендік одақтан, ОДКБ- дан, Еуразиялық одақтан шығамыз. Басқа мемлекеттермен саяси одақ құрылады. Қысқасы енді бір он жылдан соң қазақ елімен әлемдегі алпауыт елдер санасатын болады.",0
"Дурыс айтады халыкты теспей сорып отыр салык . Тагы кридит  алдын 20-30 /деп алады бирак есептескенде барлык алган+%=100%ягини  1000,*%=2000толейди екенсин Егер уакытында толемесен кундик %осими жокары  сол ушин кридит алманыздар",0
"Мыне казактын миына кырмей отырган маселе,казакты курткан той домалак,ал пысыктары  анкау казакты,болашагын озынын ойлау кабылеты жоктарын жою,тек ышып жегеныне МАЗдерды уйрету саясаты,ал чиновник,министр,акимдеры ,баскалары был саясатты ерте тусынды,Оз есебыне пайдаланады да байып ,пака казактар уйктап жатканда ,Ана жогарыдагылар Оз пайдасына шешып ала койды,иелык жасап",0
"Озымыз ешкандай товар ,баскаларды шыгармаганнан кейын быздын акша Кайда кетып жатыр,соларга,кымды быз байытып жатырмыз,казактын миына кырды ме енды",0
"Ештене шыгармасак не болады,",0
"тубынде Алтын,мунай, уран Ен кымбат кымдердын колында,сонда быз кымды байыттык",0
???,0
"Нумеролог пен журналистің білім деңгейі бірдей екен, бір біріне сай",0
Әдемі әңгіме,0
Ай Жамбыл ай жағдайың белгілі болдығо адамның сөзін бөлебердің олай шықпайақ қойыңдар халықтың басын айналдырмай сөз бердіңбе тыңда аяғынашиш,0
️,0
️,0
️,0
"Нумерологті несіне шақырдыңыз, қажеті не ол кісінің!",0
"Тілші сөзді бөлмеңіз тура керекті сұрақ қоя алмасаңыз! Сіз сұрақ қоймаңыз экономисті өзі дұрыс айтып,түсіндіріп отыр.",0
"Нарық заманы - социализм емес қой Жанкелді аға, ""образдан"" шықсаңызшы... Ал, экономист бола тұра ""Қазақстан импортқа тыйым салуы керек"" дегеніңізге жол болсын...",0
"Инвесторлар салықтан босатылғаны қалай ?  Инвестор Қазақстанның байлығын сыртқа шығарып триллиондарды иеленіп жатыр . Инвестор  салық төлемесе, Қазақстанға қандай пайда келеді ? тек жер асты, жер үсті байлығын  тонаудың үстінде.",0
Қтайды кргзу ерте Касып жасауға бзде жағдайжасалмаған улкен өндырыс тен шетелден келген Қаржыгерлер салықтолесвн,0
"Мені уайымдатады.Тек киінеді,ішіп жеу білеміз. Қазақстан болашағы білмеймін",0
балалар қауіпсіздігі жоқ.Адамның денсаулығы бес тиын. Ғылым білімге ақша бөлінсе жақсы болар еді,0
"Мына журналист таза қазақ емес, сондықтан қазаққа жаны ашымайтын сияқты",0
"Неге салық төлемейді, себебі олар салықты құлыбаев пен назарбаевтың қалтасына түседі",0
Сонда Миттал сияқты инвесторлар біздің байлығымызды әкетеді оның үстіне салық та толемеген ба?,0
Көкем өте  керемет аитты Тындаитын кулак болса Билькте отырған дар оиландар Халыкты Ертегі айтып отыра бермеи отыз жыл Нурланып болған шығарсыңдар Ел болаиык,0
. Жемкорлар елинен салем,0
.,0
"Жақсы, керемет сұхбат,  көп  мәселенің анығын жеткізді халыққа",0
"Өте керемет сұхбат, рахмет сіздерге. Алла разы болсын істеріңізге",0
"Назарбаев ақылды болса,  неге ақылын халықтың жағдайын ойламады? Ақылы айналасындағы құзғындарын тойдырудан басқаға жетпеді . Жалпы, бұрынғы жүйеде жұмыс жасағандардың барлығы кету керек!",0
"Қасқа жол, армысың! Ислам Алмаханұлы! Сізге амандық тілеймін! Сіз қазір айтфп отырсыз сүттен ақ, судан тазамын деп. Су комитетінде миллиондаған қаржыны үнемдедім деп отырсыз. Шынайыға келгенде ол қаржы үнемделді ме? Енді, Өскеменде қала бюджетінде қаржы өз деңгейінде игеріліп, бәрі дұрыс болды ма? 22 шағын ауданжағы тұрғын үй құрылысына жұмсалған қаржы қаншалықты дұрыс жұмсалды деп айта аласыз.",0
"Бұрын жеп сотталғандар, ақырдың басынан шеттетілгендер бәрі өздері туралы есіне түсірейін деді ме?",0
"Бұл кісі сол жүйенің ішінде өсіп өнді. Аудан әкімі болды, облыс әкімінің орынбасары болды. Сонда ол жерге ол сырттан келген жоқ қой, сол жүйенің шарттарымен келісіп жүрді ғой. Енді өзін сүттен ақ, судан таза етіп көрсетпекші.",0
"сол қаржыны ұнемдеймін деп жүріп малғұн назарбаевтің қарғысына қалды ғой, бұл арсымыз! назарбаевтің соты құранды сікпейді ғой",0
Ақылды адам боған үшін сотталдыңба ? Сонда бүкіл халық соқыр деп ойлайсыңба ?,0
"Ислам Әбіш ағамыз қызметте адал болғаны,мемлекеттің қаншама қаржысын үнемдеген адам ,Алла ұзақ ғұмыр күш қуат берсін",0
️,0
️,0
️,0
"Өмірбек Жанпозов ағамыз керемет адам еді, ол кісі өте қарапайым адам еді, Алла қабырын Құран нұрымен нұрландырсын әмин",0
Назарбай жүйесі. Назарбайдан қалған сот жүйесі. Бұл жүйе әлі де бар. Бүдан арылуға әлі талай уақыт керек шығар. Құдай әділетті. Бәрін орнына қоятындығы анық. Журналист су шаруашылығы туралы сөйлесу үшін өзі дайындалуы керек. Ислам Әбіш мырзаның су шаруашылығы туралы білімі жоғары екен.,0
"Журналист, сіз өзіңізді Ислам мырзаның көрген қиындықтары үшін кінәлі санайсыз ба? Себебі ол кісі халық үшін адал жұмыс жасағысы келді ғой. Сіздің Ислам мырзаға “Екі серігіңіздің қазасына кінәлімін деп санамайсыз ба? деген сұрағыңыз өте әдепсіз, қисынсыз, кәсіби емес сұрақ деп ойлаймын.",0
Аға сізге Алла жар болсын,0
Акталуға тілектес пыз,0
Өте керемет сұхпат болды! Білгенге маржандай сөздер айтты!!! Еліне қызмет ететін осындай азаматтарымыз аман болсын,0
🇰🇿,0
"Ислам Алмаханұлы пара алмасаңыз  комитетке бара алмас едіңіз ғой. Құлаққа лапшаны ілмей - ақ қойыңыз . Қол астыңыздағылар , достарыңыз , бірге істеген әріптестеріңіз пара алып жүр ғой. Қалай шет қаласыз ? Ұры жүйенің ішінде ұрлықсыз жүре алмайсыз.",0
Деменция деген осыгой,0
"Нағыз Елге пайдасы тиетін Ұлтжанды азамат. Ислам аға аман болыңыз, Құдай қуат бесін!",0
"Ескі Қазақстанның өкілдері тіріліп жатқанға ұқсайды. Ислам сынап отырған - Зульфия Сүлейменова кімнің заманында жоғары лауазымға қалай жетті. Нұрсұлтан Назарбаев адал қызмет жасаған болса, неге халық кедей? Су ресурстары неге төмендеп кетті. 30 жылдан аса уақыт неге Қазақстан алға емес,артқа кетті? Өзі айтып отырған марқұм Жампозов сияқты азаматтардың түбіне жеткен соттарды кім тағайындады екен? Әрине! Назарбаев!",0
"Рахмет Аға! Керемет ха ықшыл адам екенсіз. Сізді тыңдап,елде өте білім-білікті,тәжірибелі мамандар бар деп,-айт ып жүргеніміз рас,яғни ақиқат шындық екен деп қуанып қалдым.",0
"Өте жақсы әңгіме бол ды.Керемет адал қыз мет жасаған адамдар, қысым,қудалау,жала ның кесірінен,әр қилы жағыдайда қазаға ұш ырағаны өте өкінішті. Сол жемқорлық,жала -пәле әлі де өз күшінде десек өтірік емес.Сон дай жағыдайда,қасың да жүрген адамды да, кейде тану мүмкін емес сияқты ғой Әәә???Сол себепті бұл жүйе жасап тұрғанда,дұрыс жүрсең де,пәле аяқ астында та былады екен ғой.",0
"Ээ казактар кыргыздын суусун андыбай жерден суу казгыла, нефти, газ казасынар, жерлин алдынан суу да чыгат мээси жоктор. Суу министр кызынардын кебетеси мына, силерде вообще мээ барбы",0
"Аман жүріңіз,әлі де Ал ла қолдасын сізді.",0
"Иә Алла қаласа деп,-ай тамыз ғой.Қандай қия нат істер болған екен. Алла қалап сізді КУӘ ретінде қалдырған шы ғар.ХАЛЫҚ бар ғой,сол ХАЛЫҚ қазіргі Думан, Айгерім,Асқар т.т.сая си тұтқындарды құт қара алмай жатырмыз емеспіз бе Әәә?Бұны не деп айтуға болады? Сіз сияқты оларды да аман-есен құтқаруды: Алла қаласыншы деп,-тілейік дер едім.",0
"Ислам бауырымызды қорғау бағытында Қазбек Иса бастаған күресте, жақтап, қолымызды қойып, біраз ат салысқанымыз бар-ды, соның, осы азаматқа мысқалдай да бір пайдасы тигендей де болса, біздің осы тілегімізді қабыл етіп, игілік жолына бұйырғаны үшін Жаратқан Аллаға мың шүкіршілік! Бұл істе елге ұйытқы болып, ол кісі басына төнген қауіптен арашалау бағытында тынбай еңбектенген Қазбек Иса мен өз саласы бойынша табанды тартысқа қатысқан мамандарға да Алланың ризашылығы болсын! Қазақстанды кеңінен жайлаған жемқорлықтың тамырына балта шауып, ел-халқының болашағы үшін, бел шешіп майданға түскен барша күрескерлпрге Құдай қуат берскн!",0
Жемқорлық жойылмай әлі талай адам сотталады!!! Сол себепті ұлттық қауыпсіздік ком ішкі істер министрлігі және прокуратура органдарыды қаржы саласына араластырмау керек!!! Солар жемқорды жасап отырған!!!,0
Оттамашы  ислам Жанпозов.пен сеилхангың.каны.сеннің.моиныңда.екенін.ешкашан.умытпа.əлі..сурауы.болады,0
"Артарың таза емес, болды, не деп отыр , қыртым жеп?",0
"""Мен оған көнген жоқпын""",0
"былық ішінде болған адам, олда былық, системада болдың , значит ішіңдесің.",0
Есен аганын жүзү сондай жылуу экен,0
канчалаган жаштардын багын ачыптыр,0
"Есен ағаға тиіспеңдер, пачақ-пачақтарыңды шығарамыз тура",0
Қазақ жастары үшін өмірін арнап келе жатқан азамат! Ғасыр жасасын Есаға!,0
🇰🇿,0
Көп жастың старт алатын нүктесі Есен Елеукеннің басшылығымен жасалып жатқан Жайдарман екендігін естен шығармау керек. Есен Елеукеннің жобаларын әркез қызығушылықпен қараймын. Жастармен жүрген соң өзі де жылдан жылға жасарып келе жатыр.,0
Ұлы Ағартушы Адам боп қалады ел үшін,0
️түсінген адамға. Ес аға аман болыңыз,0
Жайдарман Халыққа пайдасы жоқ орыстан көшіріп алған жоба,0
,0
.,0
Жайдарманға шаш үлгісін алып Ақболат,0
"Ассалаумағалейкум қазақ елi, мұсылман қауым сiздерден қол жайып көмек сұраймыз. Диагноз: опухоль Вильмса IV-стадии с метостазами в лёгких. Баламыз Аянға қолдан келгенін жасаудамыз, бірақ қаражат мәселесі қинауда. Сол себепті сіздерден қол жайып көмек сұраймыз. Бізге Стамбұл қаласында ота жасау керек. Метосмазмаларды жою үшін. Жәрдемдесулеріңізді өтінемін 100,200,500,1000,...., 10000... Әр берген садақаларыңыз біз үшін өте маңызды Ота(операция) бағасы: 13 000$ Жиналған қаражат: 4 200$ Жетпейтін сомма: 8 800$ ",0
"Kaspi, Jusan, Halyk: +7777 574 88 50 Азамат К.(әкесі) Номер карты: 4400 4301 5178 2429  Алла разы болсын",0
Қазыр live,0
"Қазақ ұлттық телеарнада Ләйлә әпкемізді эфирге шақырыпты, қашанға дейін осындай бағдарламалар қазақи қазақ тіліде болатын арналар күндіз береді???",0
"Аман есенсіздерме қазақ елі… Жүргізушінің аты-жөнін білмедім. Бастысы роликтерді қарап отырмыз, керемет. Көп жағдайлар айтылып жатыр, жыл соңы не айтамыз, неге қайғырамыз, неді не істейміз…",0
Үкімет кәсіпорын өркениеттерін дамытуы керек!,0
"Өте орынды,қолдаймын",0
ҚАЗАҚ ЕЛІ ҚАЗАҚ ТІЛІ ҚАЗАҚ МӘДЕНИЕТІ ҚАЗАҚ СПОРТЫ ЖАСАСЫН,0
"Нақты сөздерді айтты, казақ мәдениеті көтуруге керек",0
Таланты жастар кобейе берсин,0
"Сондай өтірікші уағызшы ұстаздарды түп - тамырымен жою керек үкімет . Жастарды улап жатыр . Санжар өте білімді , ақылды , қазағым деген азамат екен . Бұрыннан тындап қоямын арасында",0
🇰🇿🇰🇿🇰🇿🇰🇿,0
керемет айтты,0
Жүргізуші азаматқа Құрметті Санжар мырзаны шақырып шөлімізді қандырып отырғандарыңызға шексіз рахмет,0
".              Санжар мырза айналып кетейін  АЛАШТЫҚтардың,ШОҚАНдардың(Мухаммед Қанафия) жалғасысыз қатты қуанамын сіздің әрбір сөзіңіз құлақтың құрышын қандырып отырсыз",0
"әңгімеңізбен.Құдай ау мәңгүрт болған біздің поколениенің көзін-құлағын  ашып отырсыз.Қазақ елі Сіздердей Жәкішевтей ,Димаштай ТОП азаматтардың арқасында 10-20жылда биіктерге көтеріледі,мен оған сенемін.Алла сіздерге  ғұмырлы өмір берсін еншалла.",0
АллағаШүкір -Тәуба қазақ оянуда,0
Керемет ақпарат!!!! 100 жасаңыз аға!!! Қазақтың бағы болдыңыз!,0
"Бір Аллахым өзі қолдап жүрсін Санжар ағамызды, қазақтың бағы ғой. Қазақ мәдениетінде ойып алар орны бар мықты азамат. Мен де орыстың, әлемнің классиктерін оқып, қазақ әдебиетіне деген махаббатымды жоғалтып алған едім Енді өзім де, балаларым да қазақ әдебиетіне ораламыз",0
"Санжар ағамыз молодец, бірақ дінге көз қарасы өте қате",0
"Керемет, Алла күш қуат берсін сізге,  өмір жасыңыз ұзақ болсын, ризамыз сізге",0
Алла ғұмыр жасыңызды ұзақ қылсын Санжар аға,0
Қуады осы брат қаралшы жақсылап,0
Сәке әңгімеңіз керемет,0
Алла разы болчын Еңбегіңіз жана берсін,0
қазақ халқының санасын оятуға себебшілк шеберлігіңіз арта тускей.,0
Я Тамаша аиттым Санжар Ата-жолың дара жол.,0
"Нағыз Президент болатын адам Санжар, ГЕНИАЛЬНЫИ адам......",0
Сұхбат    Күшті    Екен.,0
️,0
️,0
️,0
"Атаңа ,,, мың  Алғыс.. Өздеріңдей  Азаматтар  барда ,,, ҚазаҚтың  келешегі  зор.",0
Бүл кісінің ілімі жоқ ! Ислам туралы сөйлемей қойыңыз,0
Ішкі дүнияның жан айқайы осығо керемнт Ризамын Қазақты көктәңір адастырмасын...,0
"АЛЛА РАЗЫ БОЛСЫН ,.БИРАК УАХАБИЛАРГА СИЗДИН СУХБАТЫНЫЗ УНАМАЙ ЖАТКАН ШЫГАР ,АЛЛА ЖАР, АРУАХ КОЛДАСЫН......",0
кума каз адаскансынго сен,0
Кәззәбсың күйсең күйіп кет кәззәбсың,0
Кәззәбсың күйсең күйіп кет кәззәбсың,0
"Дини кайраткер бойынша тусиниги не базар жок, ауылдын имамы ешекпен",0
оян қазақ! Осы эфир менің өмірге деген көзқарасымды жарты сағатта өзгертіп жіберді,0
"надани,  сайқали исламда небіртүрлі өтірікшілерде суфизмнен қазаққа тиген қастандық орасан шексіз! Тәңірден лағынет,  аруақтардан қарғыс,  ұрпақтан түңіліс!!!",0
Алла берекет берсін,0
Санжар Керимбай,0
Не деген суайт Аллаһ сақтасын,0
"Кез келген подкастты шедевр қылып жібереді ғой, Санжар ағай",0
"Қайырлы күн қазақ елім, міне осындайдан кейін келешекке сенім пайда болады: 1.   Багауов Жанат Багауұлы- (АЛЛА разы болсын) ағам айтып еді қазіргі имандардың бәрі тура жол көрсетпейді, Арабтардың өмір баянын айтып, тек садақа қыл, ақша бер мешіттерге дей береді. Өзімізде діни ғұламалар толып жатыр деп - сол кісіден үйреніп жүр едім. 2. Ратбек қажы атамызды тыңдағанда көп нарсеге көзім жетті - АЛЛА разы болсын қажы атаға (бүгінгі үкіметпен таласпауды, білім, ақылмен жеңуді ұйғардым) 3. Санжар ағаға (АЛЛА разы болсын, АЛЛА нұр-шапағатын төксін сізге, сол білім мен ақылдың жолын ашып жатқандайсыз . . . (Мен осы күнге дейін интернет жүйесінде Имандар, әйгілі дін ұстаздары қайыр сұрап мешіт, медіресе салайық десе жыным ұстап өздерің имандар джиптеріңді, үйлеріңді сатып салсаңдаршы дейтұғынмын - кеше бәрін жойып тастадым) Санжар аға ақылмен ойласам имандар сіздің, Өзбекәлі атамыздың (АЛЛА разы болсын) жолымен олар ертеңгі оқу білім ошағын, емханаларды т.б. салдырып жатыр екенғо, соны түсініп көбірек салдыра берсін дедім. Бізде келешекте бір ауылға, кіші қалаға біреу, үлкен қалаларға төртеу жетсе қалғанын оқу білім саласына, емханаларға  жұмсасақ дінге қайыншы келмес деймін. Менің ойым сіздерді тыңдағаннан кейін мешітке бірінші сапарда, жұмыста, жолда жүрген адамдар оқыса, қалғаны өз үйінде бала шағасына, көршілерге үлгі болып дауыстап оқыса нұр үстіне нұр деп ойлаймын - мешітке жинайтын себебі қанша адам келсе сонша ақша, имандар (перамида) 30 % тен бөліп алып, қалған 10% тазалаушы жұмыскерлерге, мұқтаж жандарға төлеп жатқандай. Ақылды, Білімді ақшалы ағалар оянып қазіргі мешіттерді имандарды тәрбиелеп іске кірісе (үкімет  өз - өзінен тазарады, ақылдығой) болашақ балаларымызға тегін ғылыми білім беріп (оқыту орны мешіттер, экспо, т.б) болашағымызды 2050 емес 2035 жақсартып өзіміз ұшатын, ататын тазик, жүретін көлік шығарып, барлық елден туристер, жұмысшылар жалдап шуат, қымыз ішіп жерімізге қарап АЛЛАға ризашылығымызды айтып жатпаймызба. Менде халқыма жақсылық жасайтын жол іздеудемін. Сізге рахмет, сіз сияқты адамдар бар үкіметтен қорқып жарыққа шыға алмай жүр - қазақ қалқына тегін  қызмет етемін деген жігіттерді үкіметтен қолдау көрсетіп бастаса азаматтар көп - соның біреуі мен, жалғыз шықсақ қамап, жоқ қылып жібереді иманы жоқ биліктегілер . . . АЛЛАМ мені кешірегөр",0
". Қасқа жол арнасына сәттілік, ақша жолында болмасаңыздар көптеп осындай көрмелерді, Абай (АЛЛА разы болсын) қара сөздерін АЛАШ АЛЛА разы болсын оларға) мақал-мәтелдерін тарату керек, 1-2 мин. Реклама орнына тығу керек әр жарты сағат сайын сонда Болашаққа қысқа жол болады - АЛЛА разы болсын.",0
"Сәке, сізді тіп-тіке түсінетін сорлылар бар ғой",0
"! Ашып айтыңыз! Барлық еркек сізге ұқсап ағартушылықпен айналыспайтыны бесенеден белгілі! Олай болса, свет те жоқ, су да жоқ, жылу да жоқ отырамыз ғой",0
". Сіз еркек тек сыртта жүреді деп қатты кетпеңіз! Жұмысын жасап, үйге келгесін: “Санжар еркек тәрбиелемен айналыспайды”-деп түсінетін ақымақтар аз емес. Сондықтан тәрбие 50/50 беріледі. Тек қатынға жүктемеңіз! Онда әркімнен туып ажыраса салған дұрыс шығар, Сірә өзі тәрбиелейтін болса.",0
Ең қызықты жері китаптың құлаған кезы шкафтағы,0
.,0
 Қасқа жол жасай берсін!  Біреудің білмегенін біреу  біледі дешен осы шығар,0
"Әрейне сөз сіз бұл керемет дүние бірақ бұл кітап біреуде бар біреуде жоқ сондықтан аудиокітап ретінде де шығарса нұр үстіне нұр болар еді. Ісіне және өзіне Аллаһ жар болсын Кәзір елімізге ағартушы , тарихшылар ауадай қажет болып тұр",0
"Ассалаумагалейкум жамағат, ауыр екен әңгімеңіз. Суицид және ажырасудың статистикасын көтеру неге тек уағыз айтушылардың жұмысы болу керек? ол тақырып айтылып жатр, тек тыңдап амал жасайтын кісілер азайып бара жатр. Имамдарға, ақиқатты шырылдап жеткізбекші болған кісілерге неге шабуыл жасай бересіздер! Алла баршамызды тура жолдан айырмасын! Істеріңізде хайыр болса, Алла берекесін берсін. ал егер журектеріңізге басқа нәрсе болса, Алланың жүрегіңіздегі сырларды, ішіңізде жасырған ниеттеріңізді біледі! Алла Ғафур, Рахим",0
"Исматулла тақсырмен хабарласып тұрасыз ба, Санжар мурид?",0
"Санжар аға, көп оқыған екенсіз көрініп тұр. Сонда Қазақстанды, қазақ елін артқа тартып отырған дінде жүрген жамағат па? Үйінізде шам жаңбай қалса, дін де жүрген адамдар кінәлі бола ма? Үкіметке сөз айтпайсыз. Діндарлар андай мындай. Керемет болсаныз неге спорт және мәдениет министірлігіне қатты айтпайсыз? Үйінізде Шам жаңбаса су ақпаса дінде жүрген жамағат кінәлайсіз .",0
"Өте керемет, мән-маңызы зор, ұлттық құндылықтарымызды дәріптеуге арналған сұхбат болды. Алғыс білдіремін жүргізушіге. Тыңдаған адамның көкірегіне нұр құйып, өмірге деген жаңа көзқарас қалыптастырады екен. Рақмет көп көп.",0
Санжар ағай өз ісін бес саусақтай біледі ғой шіркін-ай. Айтқанынан  өзі ләззат  алады  ғой шіркін,0
Мына тақырып менің жаныма әбден жақты . Жиі-жиі осы мәселені көтере беріңздерші !,0
Өте керемет сұхбат,0
🇰🇿,0
"Өзінің ауызы көпіріп кетті ғой шарасыз надан, сөзі көпке өтпеген соң қаншама жазылған кітаптарды көрмей отыр ау, ""Сүннет энциклопедиясы"", ""Имани гүл"", және көптеген кітаптар бар ғой, мында жазуға сыймай кететін, Нұрсұлтан ұстаз жас маман, үш кітабын басып шығарды, Санжардың кітабын жалпы дүйім жұрт оқиды деп айта алмаймыз",0
"Діни ағартушы қиссамен бас қатырмайды. Бұл негізі жоқ болған тоқыма қиссалармен толған бұзық философияны таратып жүр. Ерсін, Арман, Ризабек, Қабылбек, Нұрсұлтан ұстаздарды тыңдаңдар, құрысын мынаны тыңдап пайда таппайсыңдар.",0
Сопылыкты дариптейди екен Исламнан тёк негатив айтады. Кейбир создери отирик и куманди. Онда букил динди алып тастап осыларды кояык статистика озгеремекен ажырасу суицид азаямекен.,0
Хабардың жүргізушісі керемет сұрақ берді. Омар сияқты осындай жігіттердің неге бастары қосылмайды деген.,0
"Уақыт өзі Санжардың және оның командасының  осы еңбектерін дәлелдеп шығады. Бұл қазір үлкен сұранысқа ие. Қазір рухани аш халық. Естерін жацлап жайлап жияды Аллаға шүкір! Жарайсыз, Санжар!",0
Айели  азган  ел  азады Айели  дамыган  ел  да миды.  Барлык  улы  ка сиет  аналарда.  Олар ды  хиджаппен  тумшалауга  тырыспай ык.,0
Сатып алған кітаптарыма өкініп отырмын. Толық қарауға шыдамадым. Пікірлерді оқып ақ бәрі түсінікті болды,0
"Аллаһ сақтасын, діни түсінігі дұрыс емес екен",0
️,0
Акырзаман жакыкындаганда 73 ағым болат деген Булда бір ағым жетегінде журген кісілер екен,0
"Әссәләмуғәләйкум! Ең бірінші дін Арыстанбабтан бастау алады деп отырсыз, Сонда Арыстанбабқа  дінді жеткізген тұлғаларды қайда қоясыз?",0
Осындай білімді алғыр қазағымның жігіттері көп болсыншы Құдайқаласа Тыңдайтын аға іні бауырлар болса екен енді осыны,0
"Өте керемет,  тек ойландыратын нәрсе, жестикуляция тіпті көп....?",0
️,0
Өте орынды айтып отыр ағамыз қазақ ұлтының болашағы үшін.Аға алға баса беріңіз бір Алла жар болсын өзіңізге,0
"Қайырлы күн Қазақ елім. Сопы деген ислам дінін танытушы адам, менің атам кеңес одағы кезінде соңғы сопылардың бірі болған. Білім беретін ол Молда ( Мулла), бір ақ жалпы өшіп қалған тарихты көтеру керек, жақсылап ойлансаңыз Үкаш ата дегеннің жатқан жерінде құдық бар зәмзәм су деп қойған. Бір ақ ол құдық неге төбеде тұр? Ал енді шындық ислам діні бізді қарумен жаулаған, төбедегі құдық ол біздің аталарымыз исламнан қорғанған жер. Сол үшін, өткенді қайта алып келудің қажеті жоқ, алға жылжу керек. Жаратқан иеміз жүрегіңе имам беріп сөйлетіп қойған, сол жүректі тыңдай білу керек, ол ешқашан адастырмайды. Ислам сол араб, перс т. б сол жерде қала берсін өздерінің өтірігіне өздері сеніп",0
98% қатындар тыңдайды осыны Исматуллитті. Дарынды 98% Ерлер тыңдайды. Осыған қарап ой түйе беріңдер.,0
Дін маманы емессің ба басыңды сұқпай ертегілердің жазып жүре берсейші,0
"Аллаһ  сақтасын, 7 балаңыға не болат екен, астағфируллах, Аллаһ  сақтасын",0
не кітап керек  Құран тұр ғой,0
Мықты кісі екен,0
Жаным Бауырым керемет,0
керемет мықты түсіндірді,0
Керемет,0
️,0
"Е Санжар қуа берме сандалып . У ағызған уағыз деген не деген сұмдық . Тəңіршілердің əңгімесіне ұқсап кетті əңгімең . Баяғыда жап жақсы едің . Жақсы тыңдайтын едік сені . Логотерапиямен айналысам деп  Франкл сранкл деп не қуып кеттің ? Имамдарда не шаруаң бар ? Имамдар сенен он есе  артық білімді , елге дін таратып жүрген жандар . Логотерапия деп қуып жүрген жоқ",0
Осындай кози ашык агаларымыз коп болсын,0
Санжар Керімбайдың бүкіл сұқбаттарын көргендер біргеміз,0
